State,Pollster,Start.date,End.date,Entry Date Time,Mode,Biden,Trump,Biden_Margin
IA,NYT/Siena College,9/16/2020,9/22/2020,9/24/2020 8:55,Live Phone,45,42,3
GA,NYT/Siena College,9/16/2020,9/22/2020,9/24/2020 8:55,Live Phone,45,45,0
PA,Franklin & Marshall College,9/14/2020,9/20/2020,9/23/2020 18:55,Live Phone/Online,48,42,6
PA,CPEC,9/15/2020,9/17/2020,9/23/2020 18:55,Live Phone,50,45,5
--,SSRS,8/25/2020,9/6/2020,9/23/2020 18:55,Live Phone,52,42,10
AZ,Ipsos,9/11/2020,9/17/2020,9/23/2020 16:23,Online,47,46,1
FL,Ipsos,9/11/2020,9/16/2020,9/23/2020 16:23,Online,47,47,0
WI,Baldwin Wallace University,9/8/2020,9/22/2020,9/23/2020 16:23,Online,50,41,9
PA,Baldwin Wallace University,9/8/2020,9/22/2020,9/23/2020 16:23,Online,47,45,2
MI,Baldwin Wallace University,9/8/2020,9/22/2020,9/23/2020 16:23,Online,50,42,8
OH,Baldwin Wallace University,9/8/2020,9/22/2020,9/23/2020 16:23,Online,45,44,1
NC,Harper Polling,9/17/2020,9/20/2020,9/23/2020 15:28,Online,44,45,-1
--,Quinnipiac University,9/17/2020,9/21/2020,9/23/2020 14:10,Live Phone,52,42,10
--,Marquette University Law School,9/8/2020,9/15/2020,9/23/2020 13:30,Live Phone,50,40,10
GA,Monmouth University,9/17/2020,9/21/2020,9/23/2020 11:23,Live Phone,46,49,-3
FL,St Pete Polls,9/21/2020,9/22/2020,9/23/2020 11:23,IVR,50,47,3
--,YouGov,9/20/2020,9/22/2020,9/23/2020 11:23,Online,49,42,7
WI,Change Research,9/18/2020,9/20/2020,9/23/2020 11:23,Online,51,42,9
PA,Change Research,9/18/2020,9/20/2020,9/23/2020 11:23,Online,49,45,4
NC,Change Research,9/18/2020,9/20/2020,9/23/2020 11:23,Online,48,46,2
MI,Change Research,9/18/2020,9/20/2020,9/23/2020 11:23,Online,51,43,8
FL,Change Research,9/18/2020,9/20/2020,9/23/2020 11:23,Online,49,46,3
AZ,Change Research,9/18/2020,9/20/2020,9/23/2020 11:23,Online,49,43,6
--,Change Research,9/18/2020,9/20/2020,9/23/2020 11:23,Online,51,42,9
FL,ABC News/Washington Post,9/15/2020,9/20/2020,9/23/2020 11:23,Live Phone,47,51,-4
AZ,ABC News/Washington Post,9/15/2020,9/20/2020,9/23/2020 11:23,Live Phone,48,49,-1
--,Climate Nexus,9/8/2020,9/9/2020,9/23/2020 11:23,Online,52,41,11
NC,Ipsos,9/11/2020,9/16/2020,9/22/2020 16:25,Online,47,47,0
MI,Ipsos,9/11/2020,9/16/2020,9/22/2020 16:25,Online,49,44,5
WA,Strategies 360,9/8/2020,9/14/2020,9/22/2020 11:33,Live Phone/Online,58,36,22
MI,Market Research Group,9/14/2020,9/19/2020,9/22/2020 11:33,Live Phone,46,41,5
VT,Braun Research,9/3/2020,9/15/2020,9/22/2020 8:53,Live Phone,56,32,24
SC,Morning Consult,9/11/2020,9/20/2020,9/22/2020 8:53,Online,44,50,-6
IA,Selzer & Co.,9/14/2020,9/17/2020,9/22/2020 8:53,Live Phone,47,47,0
GA,University of Georgia,9/11/2020,9/20/2020,9/22/2020 8:53,Live Phone,47,47,0
WI,Ipsos,9/11/2020,9/16/2020,9/21/2020 19:32,Online,48,43,5
PA,Ipsos,9/11/2020,9/16/2020,9/21/2020 19:32,Online,49,46,3
--,Hart Research Associates,9/3/2020,9/7/2020,9/21/2020 19:32,Online,51,43,8
--,IBD/TIPP,9/16/2020,9/19/2020,9/21/2020 11:55,Online,50,44,6
ME,Suffolk University,9/17/2020,9/20/2020,9/21/2020 11:54,Live Phone,51,39,12
GA,GBAO,9/14/2020,9/16/2020,9/21/2020 11:54,Live Phone,49,46,3
--,Morning Consult,9/18/2020,9/20/2020,9/21/2020 8:55,Online,48,41,7
--,USC Dornsife,9/14/2020,9/20/2020,9/21/2020 8:55,Online,51,42,9
LA,The Tyson Group,9/2/2020,9/5/2020,9/21/2020 8:50,Live Phone,42,48,-6
MS,The Tyson Group,8/28/2020,8/30/2020,9/21/2020 8:50,Live Phone,40,50,-10
TX,The Tyson Group,8/20/2020,8/25/2020,9/21/2020 8:50,Live Phone,48,44,4
AL,The Tyson Group,8/17/2020,8/18/2020,9/21/2020 8:50,Live Phone,44,48,-4
FL,The Tyson Group,8/11/2020,8/15/2020,9/21/2020 8:50,Live Phone,46,44,2
TX,YouGov,9/15/2020,9/18/2020,9/20/2020 14:45,Online,46,48,-2
FL,YouGov,9/15/2020,9/18/2020,9/20/2020 14:45,Online,48,46,2
PA,Trafalgar Group,9/15/2020,9/17/2020,9/20/2020 14:45,IVR,47,45,2
MN,Redfield & Wilton Strategies,9/12/2020,9/17/2020,9/20/2020 14:45,Online,51,42,9
MT,NYT/Siena College,9/14/2020,9/16/2020,9/20/2020 14:45,Live Phone,42,49,-7
--,NBC News/Wall Street Journal,9/13/2020,9/16/2020,9/20/2020 14:45,Live Phone,51,43,8
GA,Redfield & Wilton Strategies,9/12/2020,9/18/2020,9/20/2020 14:45,Online,45,46,-1
MO,Remington Research Group,9/16/2020,9/17/2020,9/19/2020 8:50,Online,45,53,-8
--,Redfield & Wilton Strategies,9/16/2020,9/17/2020,9/19/2020 8:50,Online,49,42,7
PA,Climate Nexus,9/8/2020,9/11/2020,9/19/2020 8:50,Online,48,43,5
--,YouGov,9/15/2020,9/17/2020,9/18/2020 15:59,Online,47,41,6
--,Ipsos,9/15/2020,9/17/2020,9/18/2020 14:59,Online,51,42,9
WI,Redfield & Wilton Strategies,9/12/2020,9/16/2020,9/18/2020 14:20,Online,47,41,6
AZ,Redfield & Wilton Strategies,9/12/2020,9/16/2020,9/18/2020 14:20,Online,47,42,5
NC,Redfield & Wilton Strategies,9/12/2020,9/16/2020,9/18/2020 14:20,Online,47,45,2
PA,Redfield & Wilton Strategies,9/12/2020,9/16/2020,9/18/2020 14:20,Online,49,44,5
MI,Redfield & Wilton Strategies,9/12/2020,9/16/2020,9/18/2020 14:20,Online,49,39,10
FL,Redfield & Wilton Strategies,9/12/2020,9/16/2020,9/18/2020 14:20,Online,47,44,3
--,Global Strategy Group,9/10/2020,9/14/2020,9/18/2020 13:46,Online,53,42,11
WI,Civiqs,9/11/2020,9/15/2020,9/18/2020 13:43,Online,51,44,7
PA,Civiqs,9/11/2020,9/15/2020,9/18/2020 13:43,Online,52,45,7
OH,Civiqs,9/11/2020,9/15/2020,9/18/2020 13:43,Online,45,48,-3
MI,Civiqs,9/11/2020,9/15/2020,9/18/2020 13:43,Online,53,42,11
--,Data for Progress,9/15/2020,9/15/2020,9/18/2020 13:42,Online,53,42,11
--,Marist College,9/11/2020,9/16/2020,9/18/2020 13:41,Live Phone,52,43,9
NC,NYT/Siena College,9/11/2020,9/16/2020,9/18/2020 8:50,Live Phone,45,44,1
ME,NYT/Siena College,9/11/2020,9/16/2020,9/18/2020 8:50,Live Phone,55,38,17
AZ,NYT/Siena College,9/10/2020,9/15/2020,9/18/2020 8:50,Live Phone,49,40,9
MI,EPIC-MRA,9/10/2020,9/15/2020,9/18/2020 8:50,Live Phone,48,40,8
AZ,Monmouth University,9/11/2020,9/15/2020,9/17/2020 13:30,Live Phone,48,47,1
CA,Public Policy Institute of California,9/4/2020,9/13/2020,9/17/2020 8:55,Live Phone,60,31,29
UT,RMG Research,9/7/2020,9/12/2020,9/17/2020 8:55,Online,35,53,-18
NC,Suffolk University,9/11/2020,9/14/2020,9/17/2020 8:55,Live Phone,46,43,3
NC,Kaiser Family Foundation,8/29/2020,9/13/2020,9/17/2020 8:55,Live Phone,45,43,2
FL,Kaiser Family Foundation,8/29/2020,9/13/2020,9/17/2020 8:55,Live Phone,43,42,1
AZ,Kaiser Family Foundation,8/29/2020,9/13/2020,9/17/2020 8:55,Live Phone,45,40,5
SC,Quinnipiac University,9/10/2020,9/14/2020,9/16/2020 14:45,Live Phone,45,51,-6
ME,Quinnipiac University,9/10/2020,9/14/2020,9/16/2020 14:45,Live Phone,59,38,21
KY,Quinnipiac University,9/10/2020,9/14/2020,9/16/2020 14:45,Live Phone,38,58,-20
--,Ipsos,9/11/2020,9/15/2020,9/16/2020 10:52,Online,50,41,9
CA,David Binder Research,8/22/2020,8/24/2020,9/16/2020 8:55,Online,61,31,30
--,YouGov,9/13/2020,9/15/2020,9/16/2020 8:52,Online,51,42,9
WI,ABC News/Washington Post,9/8/2020,9/13/2020,9/16/2020 8:52,Live Phone,52,46,6
MN,ABC News/Washington Post,9/8/2020,9/13/2020,9/16/2020 8:52,Live Phone,57,41,16
VA,Virginia Commonwealth University,8/28/2020,9/7/2020,9/15/2020 14:07,Live Phone,53,39,14
FL,Monmouth University,9/10/2020,9/13/2020,9/15/2020 13:07,Live Phone,50,46,4
WI,SSRS,9/9/2020,9/13/2020,9/15/2020 12:30,Live Phone,52,42,10
NC,SSRS,9/9/2020,9/13/2020,9/15/2020 12:30,Live Phone,49,46,3
--,NORC,7/6/2020,7/28/2020,9/15/2020 9:38,Live Phone,48,34,14
FL,Florida Atlantic University,9/11/2020,9/12/2020,9/15/2020 9:36,IVR/Online,50,50,0
MN,Morning Consult,9/4/2020,9/13/2020,9/15/2020 9:35,Online,48,44,4
--,Morning Consult,9/11/2020,9/13/2020,9/15/2020 9:35,Online,51,43,8
--,RMG Research,9/10/2020,9/12/2020,9/14/2020 16:45,Online,48,43,5
NC,SurveyUSA,9/10/2020,9/13/2020,9/14/2020 16:45,Online,47,47,0
NC,Trafalgar Group,9/9/2020,9/11/2020,9/14/2020 16:45,IVR,46,48,-2
CO,Global Strategy Group,8/28/2020,9/1/2020,9/14/2020 10:40,Online,50,39,11
AZ,OH Predictive Insights,9/8/2020,9/10/2020,9/14/2020 9:14,Live Phone,52,42,10
--,USC Dornsife,9/6/2020,9/12/2020,9/13/2020 11:40,Online,52,42,10
WI,Morning Consult,9/3/2020,9/12/2020,9/13/2020 11:40,Online,50,43,7
MN,YouGov,9/9/2020,9/11/2020,9/13/2020 11:40,Online,50,41,9
AZ,YouGov,9/9/2020,9/11/2020,9/13/2020 11:40,Online,47,44,3
--,Fox News/Beacon Research/Shaw & Co. Research,9/7/2020,9/10/2020,9/13/2020 11:40,Live Phone,51,46,5
AZ,Gravis Marketing,9/10/2020,9/11/2020,9/12/2020 8:00,IVR,50,48,2
NH,NYT/Siena College,9/8/2020,9/10/2020,9/12/2020 8:00,Live Phone,45,42,3
WI,NYT/Siena College,9/8/2020,9/10/2020,9/12/2020 8:00,Live Phone,48,43,5
NV,NYT/Siena College,9/8/2020,9/10/2020,9/12/2020 8:00,Live Phone,46,42,4
MN,NYT/Siena College,9/8/2020,9/10/2020,9/12/2020 8:00,Live Phone,50,41,9
--,YouGov,9/9/2020,9/11/2020,9/11/2020 17:42,Online,49,39,10
OR,DHM Research,9/3/2020,9/8/2020,9/11/2020 17:12,Online,51,39,12
--,Opimium,9/4/2020,9/10/2020,9/11/2020 12:39,Online,51,42,9
IN,Change Research,9/3/2020,9/7/2020,9/10/2020 22:40,Online,30,53,-23
PA,TargetSmart,9/3/2020,9/6/2020,9/10/2020 15:10,Live Phone/Online,51,44,7
--,Monmouth University,9/3/2020,9/8/2020,9/10/2020 11:15,Live Phone,51,44,7
FL,Benenson Strategy Group/GS Strategy Group,8/28/2020,9/8/2020,9/10/2020 10:08,Live Phone,48,46,2
AZ,Benenson Strategy Group/GS Strategy Group,8/28/2020,9/8/2020,9/10/2020 10:08,Live Phone,48,47,1
MI,Benenson Strategy Group/GS Strategy Group,8/28/2020,9/8/2020,9/10/2020 10:08,Live Phone,50,43,7
PA,Benenson Strategy Group/GS Strategy Group,8/28/2020,9/8/2020,9/10/2020 10:08,Live Phone,49,46,3
WI,Benenson Strategy Group/GS Strategy Group,8/28/2020,9/8/2020,9/10/2020 10:08,Live Phone,50,45,5
NC,Benenson Strategy Group/GS Strategy Group,8/28/2020,9/8/2020,9/10/2020 10:08,Live Phone,48,48,0
IA,Fabrizio Ward/Hart Research Associates,8/30/2020,9/5/2020,9/10/2020 10:08,Live Phone,45,47,-2
GA,Fabrizio Ward/Hart Research Associates,8/30/2020,9/5/2020,9/10/2020 10:08,Live Phone,47,46,1
CO,Fabrizio Ward/Hart Research Associates,8/30/2020,9/5/2020,9/10/2020 10:08,Live Phone,50,40,10
ME,Fabrizio Ward/Hart Research Associates,8/30/2020,9/5/2020,9/10/2020 10:08,Live Phone,54,40,14
MT,Fabrizio Ward/Hart Research Associates,8/30/2020,9/5/2020,9/10/2020 10:08,Live Phone,43,50,-7
--,Kaiser Family Foundation,8/28/2020,9/3/2020,9/10/2020 9:08,Live Phone,48,43,5
--,Redfield & Wilton Strategies,9/7/2020,9/8/2020,9/9/2020 23:30,Online,49,40,9
OK,SoonerPoll,9/2/2020,9/8/2020,9/9/2020 23:25,Live Phone/Online,35,60,-25
MN,SurveyUSA,9/4/2020,9/7/2020,9/9/2020 18:37,Online,49,40,9
--,The Harris Poll,8/31/2020,9/2/2020,9/9/2020 14:19,Online,54,46,8
FL,St Pete Polls,9/7/2020,9/8/2020,9/9/2020 14:13,IVR,50,47,3
WI,Marquette University Law School,8/30/2020,9/3/2020,9/9/2020 13:25,Live Phone,47,43,4
--,Research Co.,9/4/2020,9/6/2020,9/9/2020 10:05,Online,49,41,8
--,YouGov,9/6/2020,9/8/2020,9/9/2020 8:42,Online,52,43,9
--,Ipsos,9/2/2020,9/8/2020,9/9/2020 8:26,Online,52,40,12
PA,Marist College,8/31/2020,9/7/2020,9/9/2020 8:25,Live Phone,53,44,9
TX,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,46,46,0
PA,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,50,45,5
OH,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,45,50,-5
NC,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,48,47,1
MN,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,49,44,5
MI,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,52,42,10
GA,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,46,48,-2
FL,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,50,45,5
CO,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,49,43,6
AZ,Morning Consult,8/29/2020,9/7/2020,9/9/2020 8:22,Online,49,46,3
--,Change Research,9/4/2020,9/6/2020,9/9/2020 8:19,Online,49,43,6
WI,Change Research,9/4/2020,9/6/2020,9/9/2020 8:19,Online,50,44,6
PA,Change Research,9/4/2020,9/6/2020,9/9/2020 8:19,Online,50,46,4
NC,Change Research,9/4/2020,9/6/2020,9/9/2020 8:19,Online,49,47,2
MI,Change Research,9/4/2020,9/6/2020,9/9/2020 8:19,Online,49,43,6
FL,Change Research,9/4/2020,9/6/2020,9/9/2020 8:19,Online,49,46,3
AZ,Change Research,9/4/2020,9/6/2020,9/9/2020 8:19,Online,49,45,4
MI,Glengariff Group,9/1/2020,9/3/2020,9/8/2020 17:44,IVR,47,42,5
WI,Redfield & Wilton Strategies,8/21/2020,9/3/2020,9/8/2020 15:44,Online,50,41,9
AZ,Redfield & Wilton Strategies,8/21/2020,9/3/2020,9/8/2020 15:44,Online,48,43,5
PA,Redfield & Wilton Strategies,8/21/2020,9/3/2020,9/8/2020 15:44,Online,48,43,5
NC,Redfield & Wilton Strategies,8/21/2020,9/3/2020,9/8/2020 15:44,Online,43,44,-1
MI,Redfield & Wilton Strategies,8/21/2020,9/3/2020,9/8/2020 15:44,Online,51,40,11
FL,Redfield & Wilton Strategies,8/21/2020,9/3/2020,9/8/2020 15:44,Online,47,44,3
FL,GQR Research,8/26/2020,9/3/2020,9/8/2020 14:44,Online,51,46,5
TX,Public Policy Polling,8/1/2020,8/2/2020,9/8/2020 13:49,IVR,47,48,-1
FL,Marist College,8/31/2020,9/6/2020,9/8/2020 13:15,Live Phone,48,48,0
MO,We Ask America,9/1/2020,9/3/2020,9/8/2020 12:52,Live Phone,44,49,-5
PA,Susquehanna Polling & Research Inc.,8/28/2020,9/4/2020,9/8/2020 12:50,Live Phone/Online,44,42,2
WI,Morning Consult,8/28/2020,9/6/2020,9/7/2020 21:06,Online,51,43,8
ID,Spry Strategies,8/29/2020,9/1/2020,9/7/2020 14:06,IVR,34,60,-26
CA,Spry Strategies,8/29/2020,9/1/2020,9/7/2020 14:06,IVR,56,39,17
--,USC Dornsife,8/31/2020,9/6/2020,9/7/2020 10:47,Online,52,42,10
--,Morning Consult,9/4/2020,9/6/2020,9/7/2020 8:22,Online,50,44,6
WI,YouGov,9/2/2020,9/4/2020,9/6/2020 10:36,Online,50,44,6
--,YouGov,9/2/2020,9/4/2020,9/6/2020 10:36,Online,52,42,10
TX,University of Texas at Tyler,8/28/2020,9/2/2020,9/6/2020 10:33,Live Phone/Online,49,48,1
NM,Research & Polling Inc.,8/26/2020,9/2/2020,9/6/2020 10:33,Live Phone,54,39,15
--,University of Maryland,8/24/2020,8/28/2020,9/4/2020 18:41,Online,50,37,13
MN,Public Policy Polling,9/3/2020,9/4/2020,9/4/2020 17:45,IVR,52,44,8
--,Data for Progress,9/1/2020,9/1/2020,9/4/2020 17:30,Online,53,43,10
PA,Hodas & Associates,8/26/2020,8/31/2020,9/4/2020 14:45,Live Phone,51,45,6
WI,Hodas & Associates,8/11/2020,8/17/2020,9/4/2020 14:45,Live Phone,52,44,8
MI,Hodas & Associates,8/11/2020,8/15/2020,9/4/2020 14:45,Live Phone,52,41,11
FL,Trafalgar Group,9/1/2020,9/3/2020,9/4/2020 14:45,IVR,46,49,-3
TX,Data for Progress,8/20/2020,8/25/2020,9/4/2020 14:44,Online,48,45,3
--,Global Strategy Group,8/27/2020,9/1/2020,9/4/2020 7:52,Online,52,43,9
PA,Quinnipiac University,8/28/2020,9/1/2020,9/3/2020 14:07,Live Phone,52,44,8
FL,Quinnipiac University,8/28/2020,9/1/2020,9/3/2020 14:07,Live Phone,48,45,3
NC,Monmouth University,8/29/2020,9/1/2020,9/3/2020 11:42,Live Phone,48,46,2
MN,Harper Polling,8/30/2020,9/1/2020,9/3/2020 8:54,Online,48,45,3
WI,Fox News/Beacon Research/Shaw & Co. Research,8/29/2020,9/1/2020,9/2/2020 18:15,Live Phone,50,42,8
NC,Fox News/Beacon Research/Shaw & Co. Research,8/29/2020,9/1/2020,9/2/2020 18:15,Live Phone,50,46,4
AZ,Fox News/Beacon Research/Shaw & Co. Research,8/29/2020,9/1/2020,9/2/2020 18:15,Live Phone,49,40,9
--,SSRS,8/28/2020,9/1/2020,9/2/2020 17:26,Live Phone,51,43,8
--,Quinnipiac University,8/28/2020,8/31/2020,9/2/2020 14:34,Live Phone,52,42,10
WI,Opinium,8/21/2020,8/28/2020,9/2/2020 14:25,Online,53,40,13
FL,Opinium,8/21/2020,8/26/2020,9/2/2020 14:25,Online,50,43,7
--,IBD/TIPP,8/30/2020,9/1/2020,9/2/2020 12:16,Online,49,41,8
PA,Monmouth University,8/28/2020,8/31/2020,9/2/2020 11:08,Live Phone,49,46,3
--,Ipsos,8/31/2020,9/1/2020,9/2/2020 8:36,Online,47,40,7
--,Suffolk University,8/28/2020,8/31/2020,9/2/2020 8:36,Live Phone,50,43,7
--,Selzer & Co.,8/26/2020,8/30/2020,9/2/2020 8:36,Live Phone,49,41,8
--,Opinium,8/21/2020,8/25/2020,9/2/2020 8:36,Online,56,41,15
--,YouGov,8/30/2020,9/1/2020,9/2/2020 8:00,Online,51,40,11
--,Redfield & Wilton Strategies,8/31/2020,9/1/2020,9/1/2020 19:50,Online,49,41,8
NC,East Carolina University,8/29/2020,8/30/2020,9/1/2020 16:21,Online,47,49,-2
MI,Public Policy Polling,8/28/2020,8/29/2020,9/1/2020 16:20,IVR,48,44,4
MT,Expedition Strategies,8/22/2020,8/27/2020,9/1/2020 13:21,Live Phone,44,48,-4
NV,"University of Nevada, Las Vegas Lee Business School ",8/20/2020,8/30/2020,9/1/2020 11:34,Online,44,39,5
GA,Landmark Communications,8/29/2020,8/31/2020,9/1/2020 9:11,Live Phone,41,48,-7
FL,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,49,47,2
PA,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,49,45,4
NC,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,49,47,2
OH,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,45,50,-5
MN,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,50,43,7
TX,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,47,48,-1
CO,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,51,41,10
WI,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,52,43,9
MI,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,52,42,10
GA,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,49,46,3
AZ,Morning Consult,8/21/2020,8/30/2020,9/1/2020 8:37,Online,52,42,10
FL,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,50,45,5
PA,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,50,44,6
NC,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,49,46,3
OH,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,45,49,-4
MN,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,50,42,8
TX,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,46,47,-1
CO,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,51,41,10
MI,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,50,44,6
GA,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,46,47,-1
AZ,Morning Consult,8/7/2020,8/16/2020,9/1/2020 8:37,Online,45,47,-2
--,Morning Consult,8/28/2020,8/30/2020,9/1/2020 8:37,Online,51,43,8
--,RMG Research,8/27/2020,8/29/2020,8/31/2020 14:16,Online,49,43,6
PA,Global Strategy Group,8/13/2020,8/19/2020,8/31/2020 12:15,Online,50,42,8
GA,Public Policy Polling,8/24/2020,8/25/2020,8/31/2020 12:12,IVR,47,46,1
MO,Trafalgar Group,8/26/2020,8/28/2020,8/31/2020 10:13,IVR,41,52,-11
PA,GQR Research,8/20/2020,8/24/2020,8/31/2020 10:13,Online,52,43,9
--,USC Dornsife,8/24/2020,8/30/2020,8/31/2020 8:55,Online,53,41,12
--,YouGov,8/27/2020,8/28/2020,8/29/2020 13:55,Online,47,41,6
--,Morning Consult,8/29/2020,8/29/2020,8/29/2020 12:15,Online,50,44,6
--,Redfield & Wilton Strategies,8/25/2020,8/26/2020,8/28/2020 12:31,Online,49,39,10
MI,Trafalgar Group,8/14/2020,8/23/2020,8/28/2020 12:30,IVR,45,47,-2
--,Global Strategy Group,8/21/2020,8/24/2020,8/28/2020 8:44,Online,54,41,13
PA,Franklin & Marshall College,8/17/2020,8/23/2020,8/27/2020 10:58,Live Phone/Online,49,42,7
VA,Roanoke College,8/9/2020,8/22/2020,8/26/2020 11:50,Live Phone,53,39,14
--,YouGov,8/23/2020,8/25/2020,8/26/2020 8:50,Online,50,41,9
--,Ipsos,8/19/2020,8/25/2020,8/26/2020 8:49,Online,47,40,7
WI,Change Research,8/21/2020,8/23/2020,8/26/2020 8:46,Online,49,44,5
PA,Change Research,8/21/2020,8/23/2020,8/26/2020 8:46,Online,49,46,3
NC,Change Research,8/21/2020,8/23/2020,8/26/2020 8:46,Online,48,47,1
MI,Change Research,8/21/2020,8/23/2020,8/26/2020 8:46,Online,50,44,6
FL,Change Research,8/21/2020,8/23/2020,8/26/2020 8:46,Online,49,46,3
AZ,Change Research,8/21/2020,8/23/2020,8/26/2020 8:46,Online,49,47,2
--,Change Research,8/21/2020,8/23/2020,8/26/2020 8:46,Online,51,43,8
WI,Trafalgar Group,8/14/2020,8/23/2020,8/26/2020 8:40,IVR,45,46,-1
DE,Public Policy Polling,8/21/2020,8/22/2020,8/25/2020 9:08,IVR,58,37,21
FL,Public Policy Polling,8/21/2020,8/22/2020,8/25/2020 9:08,IVR,48,44,4
NY,Public Policy Polling,8/21/2020,8/22/2020,8/25/2020 9:08,IVR,63,32,31
--,Morning Consult,8/21/2020,8/23/2020,8/24/2020 17:39,Online,52,42,10
NC,Morning Consult,8/14/2020,8/23/2020,8/24/2020 17:38,Online,49,46,3
TX,Public Policy Polling,8/21/2020,8/22/2020,8/24/2020 15:53,IVR,48,47,1
LA,Trafalgar Group,8/13/2020,8/17/2020,8/24/2020 15:52,IVR,38,54,-16
--,YouGov,8/21/2020,8/23/2020,8/24/2020 15:51,Online,50,39,11
OH,TargetSmart,7/28/2020,8/3/2020,8/24/2020 10:17,Online,47,46,1
--,USC Dornsife,8/17/2020,8/23/2020,8/24/2020 8:28,Online,52,40,12
--,YouGov,8/20/2020,8/22/2020,8/23/2020 10:08,Online,52,42,10
--,Redfield & Wilton Strategies,8/19/2020,8/20/2020,8/21/2020 19:08,Online,49,39,10
WI,Redfield & Wilton Strategies,8/16/2020,8/19/2020,8/21/2020 19:08,Online,49,39,10
MI,Redfield & Wilton Strategies,8/16/2020,8/18/2020,8/21/2020 19:08,Online,50,38,12
AZ,Redfield & Wilton Strategies,8/16/2020,8/18/2020,8/21/2020 19:08,Online,47,38,9
PA,Redfield & Wilton Strategies,8/16/2020,8/17/2020,8/21/2020 19:08,Online,48,41,7
NC,Redfield & Wilton Strategies,8/16/2020,8/17/2020,8/21/2020 19:08,Online,44,46,-2
FL,Redfield & Wilton Strategies,8/16/2020,8/16/2020,8/21/2020 19:08,Online,49,41,8
WI,Civiqs,8/13/2020,8/17/2020,8/21/2020 15:37,Online,51,45,6
PA,Civiqs,8/13/2020,8/17/2020,8/21/2020 15:37,Online,51,44,7
OH,Civiqs,8/13/2020,8/17/2020,8/21/2020 15:37,Online,47,47,0
MI,Civiqs,8/13/2020,8/17/2020,8/21/2020 15:37,Online,49,46,3
NH,Saint Anselm College,8/15/2020,8/17/2020,8/20/2020 19:21,Online,51,43,8
PA,Muhlenberg College,8/11/2020,8/17/2020,8/20/2020 14:12,Live Phone,49,45,4
--,Echelon Insights,8/14/2020,8/18/2020,8/20/2020 12:12,Online,51,38,13
TX,Global Strategy Group,8/11/2020,8/13/2020,8/20/2020 12:11,Online,47,45,2
--,Data for Progress,8/13/2020,8/14/2020,8/20/2020 11:59,Online,50,41,9
NJ,DKC Analytics,8/5/2020,8/13/2020,8/20/2020 9:59,Online,52,33,19
MN,Trafalgar Group,8/16/2020,8/18/2020,8/20/2020 9:59,IVR,47,47,0
--,Ipsos,8/14/2020,8/18/2020,8/19/2020 16:58,Online,48,40,8
LA,ALG Research,8/6/2020,8/12/2020,8/19/2020 12:57,Online,43,50,-7
--,YouGov,8/16/2020,8/18/2020,8/19/2020 8:43,Online,50,40,10
WI,Morning Consult,8/7/2020,8/16/2020,8/17/2020 20:08,Online,49,43,6
--,Morning Consult,8/14/2020,8/16/2020,8/17/2020 20:06,Online,51,43,8
--,Redfield & Wilton Strategies,8/12/2020,8/12/2020,8/17/2020 17:48,Online,48,41,7
--,YouGov,8/14/2020,8/15/2020,8/17/2020 16:24,Online,50,41,9
GA,Landmark Communications,8/14/2020,8/15/2020,8/17/2020 16:23,Live Phone,45,47,-2
TX,YouGov,8/4/2020,8/13/2020,8/17/2020 9:56,Online,41,48,-7
--,ABC News/Washington Post,8/12/2020,8/15/2020,8/16/2020 23:03,Live Phone,54,44,10
